user_id,order_id,purchase_ts,ship_ts,product_name,product_id,gbp_price,purchase_platform,marketing_channel,account_creation_method,city
d0e6e660,14296c07-f26b-47,2025-02-24,2025-03-26,Xbox Series X,b104,449.99,mobile_app,direct,mobile,sheffield
a8e56e0c,885f6e66-c2b6-42,2025-09-04,2025-10-04,MacBook Air,g770,1199.99,website,affiliate,unknown,london
9b49bd26,2a45c2ab-8cbf-4d,2025-12-02,2026-01-01,MacBook Air,g770,1199.99,mobile_app,,mobile,manchester
b09b2a5c,edcd465e-3638-48,2025-03-17,2025-03-23,Nintendo Switch,e682,299.99,website,affiliate,mobile,leicester
5f987c71,66245bfa-4fcc-43,2025-06-22,2025-06-23,iPhone 15,f521,899.99,website,direct,,manchester
1064005c,7394988f-847f-49,2025-02-04,2025-06-04,Google Pixel 8,i920,699.99,website,social,desktop,glasgow
01d74256,8dcdcd03-969b-46,2025-04-23,2025-04-27,AirPods,d633,159.99,website,affiliate,mobile,birmingham
080aadfb,0f1259e0-a18f-46,2025-06-02,2025-07-02,Google Pixel 8,i920,699.99,website,search,desktop,london
080aadfb,0f1259e0-a18f-46,2025-06-02,2025-07-02,PS5,a245,479.99,website,social,mobile,glasgow
7c441fe7,839fbc50-1223-45,2025-04-16,2025-04-18,Smartwatch,h301,249.99,mobile_app,affiliate,desktop,leeds
93829b43,b92da22b-21df-40,2025-04-16,2025-04-17,MacBook Air,g770,1199.99,mobile_app,email,mobile,manchester
1825bc54,7914c120-c8dc-41,2025-04-19,2025-04-23,AirPods,d633,159.99,mobile_app,direct,desktop,birmingham
dd2467ac,5ab33edf-6e59-4e,2025-07-03,2025-08-02,AirPods,d633,159.99,website,search,unknown,manchester
dd2467ac,5ab33edf-6e59-4e,2025-07-03,2025-08-03,Google Pixel 8,i920,699.99,mobile_app,affiliate,desktop,birmingham
0f844fef,a748dbcf-ac61-4e,2025-01-06,2025-05-06,Kindle Paperwhite,j877,129.99,website,affiliate,unknown,birmingham
310c0c00,ccf3a171-56dc-49,2025-10-02,2025-11-01,PS5,a245,479.99,website,search,desktop,manchester
766ecb15,23e2fcb4-72d8-46,2025-05-25,2025-05-27,Accessory,m001,24.99,mobile_app,affiliate,unknown,glasgow
db20a56e,134c6c92-ec5b-42,2025-12-06,2026-01-05,Steam Deck,c912,499.99,website,search,desktop,glasgow
03c72ba8,a6f2f7b8-0cf3-4b,2025-09-02,2025-10-02,MacBook Air,g770,1199.99,mobile_app,email,desktop,london
03c72ba8,a6f2f7b8-0cf3-4b,2025-09-02,2025-10-02,Accessory,m001,24.99,mobile_app,direct,mobile,birmingham
680ac07a,c0e9ab30-ed26-42,2025-05-24,2025-05-26,MacBook Air,g770,1199.99,mobile_app,social,mobile,bristol
680ac07a,c0e9ab30-ed26-42,2025-05-25,2025-06-24,PS5,a245,479.99,mobile_app,search,unknown,liverpool
2a25a888,dd59ba71-36b8-44,2025-08-05,2025-09-05,PS5,a245,479.99,website,search,mobile,glasgow
2a25a888,dd59ba71-36b8-44,2025-08-05,2025-11-05,Xbox Series X,b104,449.99,website,direct,mobile,manchester
c8fe3ccd,63f2ae24-fc3d-43,2025-04-18,2025-04-20,AirPods,d633,159.99,mobile_app,search,unknown,manchester
c88a618e,b253d218-6c4a-47,2025-04-16,2025-04-21,AirPods,d633,159.99,website,search,mobile,leicester
37bb3eec,7c967f79-b7e9-4a,2025-01-14,2025-01-15,Accessory,m001,24.99,website,email,,london
504867ba,bc594585-9445-48,2025-07-04,2025-08-03,PS5,a245,479.99,website,email,mobile,birmingham
87f7e1fb,7a0ecfea-958c-49,2025-04-27,2025-04-29,Kindle Paperwhite,j877,129.99,mobile_app,direct,unknown,london
118a9d29,82010c62-f5f5-4b,2025-06-02,2025-09-02,Accessory,m001,24.99,mobile_app,email,desktop,nottingham
f10c718b,dca02eec-acda-4a,2025-06-27,2025-07-03,PS5,a245,479.99,mobile_app,email,desktop,leeds
14fcdd54,94340a03-3f07-48,2025-01-04,2025-04-04,Nintendo Switch,e682,299.99,website,email,desktop,manchester
42c18a62,90b2b633-956b-4c,2025-03-03,2025-08-03,Smartwatch,h301,249.99,mobile_app,search,desktop,leeds
21813d25,506e5a9a-b758-48,2025-06-14,2025-06-15,PS5,a245,479.99,website,search,desktop,bristol
ef8c485b,750cab75-4ccc-4b,2025-01-24,2025-01-29,iPhone 15,f521,899.99,website,social,desktop,london
19985f15,9f044aed-7552-43,2025-01-04,2025-04-04,Nintendo Switch,e682,299.99,mobile_app,affiliate,mobile,manchester
5958a499,8181a8cc-3691-47,2025-01-02,2025-07-02,Steam Deck,c912,499.99,website,affiliate,mobile,london
702cdd20,3e896c64-e117-4a,2025-04-22,2025-04-26,Google Pixel 8,i920,699.99,website,direct,desktop,birmingham
ce9e1a11,4d71c366-b41b-41,2025-01-15,2025-01-19,Xbox Series X,b104,449.99,website,direct,unknown,leicester
ee87905e,aaf91531-0200-41,2025-02-04,2025-06-04,iPhone 15,f521,899.99,website,email,desktop,london
e3c43657,e0ccedc5-f05d-47,2025-02-22,2025-02-26,PS5,a245,479.99,website,social,desktop,london
e3c43657,e0ccedc5-f05d-47,2025-02-22,2025-02-26,Steam Deck,c912,499.99,mobile_app,email,desktop,london
35ebd32d,27cb6f2a-8da0-40,2025-05-25,2025-05-26,Steam Deck,c912,499.99,website,social,mobile,glasgow
35ebd32d,27cb6f2a-8da0-40,2025-05-25,2025-05-26,AirPods,d633,159.99,mobile_app,email,unknown,manchester
81627cf1,afffcfd2-341e-44,2025-04-20,2025-04-24,Google Pixel 8,i920,699.99,mobile_app,affiliate,desktop,glasgow
a2607723,e87d1c78-e7c4-41,2025-12-05,2026-01-04,AirPods,d633,159.99,mobile_app,affiliate,desktop,bristol
217d65a0,0b49452d-46d4-43,2025-04-23,2025-04-27,Kindle Paperwhite,j877,129.99,mobile_app,email,mobile,birmingham
b4a69f3c,295d6fbf-430f-40,2025-02-22,2025-02-27,Kindle Paperwhite,j877,129.99,website,social,unknown,glasgow
b0e6a969,1ca3c448-0279-46,2025-06-01,2025-09-01,Steam Deck,c912,499.99,website,social,desktop,london
8d7248e2,093923de-8bab-4e,2025-08-03,2025-09-02,Google Pixel 8,i920,699.99,website,email,mobile,leeds
eededb07,0ab54bde-20a0-45,2025-04-04,2025-10-04,PS5,a245,479.99,mobile_app,search,mobile,liverpool
ae9bec36,0a368ce7-dc57-41,2025-03-04,2025-04-03,Accessory,m001,24.99,mobile_app,search,mobile,glasgow
dfed2c43,5a8aaeca-1a50-4e,2025-10-06,2025-11-05,Accessory,m001,24.99,mobile_app,social,unknown,london
3c9ad14c,bfddc3d9-9ee3-4c,2025-03-26,2025-03-31,AirPods,d633,159.99,website,direct,mobile,manchester
3c9ad14c,bfddc3d9-9ee3-4c,2025-03-26,2025-03-30,Accessory,m001,24.99,website,search,unknown,manchester
698c206f,ccc56569-f9e8-43,2025-09-05,2025-10-05,AirPods,d633,159.99,website,email,mobile,birmingham
698c206f,ccc56569-f9e8-43,2025-09-05,2025-10-05,Steam Deck,c912,499.99,mobile_app,social,mobile,manchester
698c206f,ccc56569-f9e8-43,2025-09-05,2025-10-05,Smartwatch,h301,249.99,website,search,mobile,bristol
696608aa,ecab3301-bc8f-4d,2025-02-22,2025-02-28,Xbox Series X,b104,449.99,website,email,unknown,birmingham
28c13091,bc2cbb0d-dd33-4c,2025-03-16,2025-03-22,Accessory,m001,24.99,mobile_app,affiliate,desktop,glasgow
787f2425,61ee411a-1bac-47,2025-03-23,2025-03-26,Accessory,m001,24.99,website,direct,desktop,manchester
d20eac17,eb1fa9f2-d10b-41,2025-02-22,2025-02-23,Nintendo Switch,e682,299.99,website,social,unknown,manchester
6601ddd0,39118497-3a43-42,2025-01-17,2025-01-21,PS5,a245,479.99,mobile_app,search,desktop,london
59e4b671,11c58ef0-dd46-4c,2025-02-16,2025-02-20,MacBook Air,g770,1199.99,mobile_app,direct,desktop,manchester
59e4b671,11c58ef0-dd46-4c,2025-02-16,2025-02-22,Accessory,m001,24.99,website,affiliate,mobile,glasgow
59e4b671,11c58ef0-dd46-4c,2025-02-16,2025-02-18,Steam Deck,c912,499.99,mobile_app,affiliate,unknown,london
54c63cd8,adf4e62d-6651-42,2025-03-23,2025-03-24,Steam Deck,c912,499.99,mobile_app,direct,mobile,manchester
94a1875d,e08596db-1d87-49,2025-05-20,2025-05-25,Accessory,m001,24.99,mobile_app,social,unknown,london
94a1875d,e08596db-1d87-49,2025-05-20,2025-05-24,Google Pixel 8,i920,699.99,mobile_app,direct,unknown,glasgow
587ef344,09cb3942-43f5-4a,2025-05-05,2025-09-05,Smartwatch,h301,249.99,mobile_app,direct,unknown,birmingham
1d9af659,6fb78271-504d-48,2025-02-06,2025-07-06,AirPods,d633,159.99,mobile_app,direct,mobile,manchester
6fa17735,30a900ad-939b-46,2025-06-24,2025-06-25,Smartwatch,h301,249.99,mobile_app,direct,mobile,birmingham
f0b5156b,ce777f00-ecf2-4e,2025-02-19,2025-02-22,iPhone 15,f521,899.99,website,direct,desktop,liverpool
f2e9702d,3270e4fa-abae-4f,2025-08-05,2025-12-05,Steam Deck,c912,499.99,website,direct,desktop,bristol
1fe771d6,9f871ce7-5487-4d,2025-01-14,2025-01-18,MacBook Air,g770,1199.99,mobile_app,search,mobile,manchester
5380b904,81d2c7de-4ce1-4b,2025-04-17,2025-04-18,MacBook Air,g770,1199.99,website,social,mobile,birmingham
aa38d0a1,8dedf9fb-4bb0-4f,2025-02-04,2025-08-04,Kindle Paperwhite,j877,129.99,website,search,mobile,manchester
91b0e1d9,bf85bf0e-ad64-45,2025-04-18,2025-04-19,Smartwatch,h301,249.99,mobile_app,email,mobile,glasgow
35ce8841,d56f0350-8c45-4c,2025-04-21,2025-04-26,MacBook Air,g770,1199.99,website,,desktop,nottingham
35ce8841,d56f0350-8c45-4c,2025-04-21,2025-04-25,AirPods,d633,159.99,mobile_app,affiliate,mobile,
7118e364,9b4e2c24-9479-41,2025-03-04,2025-09-04,iPhone 15,f521,899.99,mobile_app,direct,mobile,leicester
f5b78cc7,82dc4c8e-36b5-42,2025-07-03,2025-12-03,Xbox Series X,b104,449.99,website,social,unknown,glasgow
a9f25336,a8aa7158-2b70-45,2025-12-04,2026-01-03,Kindle Paperwhite,j877,129.99,website,affiliate,unknown,london
a9f25336,a8aa7158-2b70-45,2025-12-04,2026-01-03,MacBook Air,g770,1199.99,mobile_app,direct,desktop,leeds
3c20592f,17e8392a-55ce-45,2025-01-17,2025-01-21,AirPods,d633,159.99,mobile_app,direct,mobile,glasgow
3c20592f,17e8392a-55ce-45,2025-01-17,2025-01-20,iPhone 15,f521,899.99,mobile_app,email,mobile,glasgow
0bd4a990,ce7ae7f6-3982-4c,2025-03-19,2025-03-20,AirPods,d633,159.99,mobile_app,affiliate,unknown,london
74962764,9c7c7377-79a2-49,2025-12-06,2026-01-05,Google Pixel 8,i920,699.99,mobile_app,direct,unknown,london
624c69b6,935f2b0a-a138-4d,2025-04-20,2025-04-26,PS5,a245,479.99,website,affiliate,desktop,glasgow
624c69b6,935f2b0a-a138-4d,2025-04-20,2025-04-21,Steam Deck,c912,499.99,website,direct,desktop,glasgow
624c69b6,935f2b0a-a138-4d,2025-04-20,2025-04-26,Smartwatch,h301,249.99,website,search,desktop,london
e4855aa1,25c73c44-3e75-43,2025-03-27,2025-04-26,Smartwatch,h301,249.99,mobile_app,email,desktop,manchester
3805f907,e2add909-c521-4f,2025-07-05,2025-12-05,Kindle Paperwhite,j877,129.99,website,direct,mobile,manchester
3805f907,e2add909-c521-4f,2025-07-05,2025-12-05,PS5,a245,479.99,website,email,unknown,glasgow
8eb22579,b227462c-f53d-43,2025-05-04,2025-09-04,Accessory,m001,24.99,mobile_app,direct,desktop,birmingham
76f2dbfe,1f115b76-d92c-42,2025-04-15,2025-04-21,Kindle Paperwhite,j877,129.99,website,affiliate,,manchester
c1581092,8f15ba58-fce6-45,2025-06-04,2025-12-04,AirPods,d633,159.99,website,search,desktop,manchester
c1581092,8f15ba58-fce6-45,2025-06-04,2025-11-04,iPhone 15,f521,899.99,mobile_app,email,desktop,birmingham
6d3ee1dc,d0a44432-9cd6-48,2025-05-26,2025-06-25,Google Pixel 8,i920,699.99,mobile_app,affiliate,mobile,manchester
dc8aee30,722764e6-8c41-46,2025-08-02,2025-09-02,Smartwatch,h301,249.99,mobile_app,email,unknown,london
46fde062,c074718e-425a-40,2025-07-05,2025-08-04,Smartwatch,h301,249.99,website,social,desktop,leicester
709b7d97,7c0e8cd8-8573-47,2025-03-19,2025-03-25,Google Pixel 8,i920,699.99,mobile_app,search,unknown,leeds
709b7d97,7c0e8cd8-8573-47,2025-03-19,2025-03-23,Smartwatch,h301,249.99,mobile_app,search,mobile,glasgow
e49d681d,3c07c574-4925-4a,2025-07-06,2025-09-06,iPhone 15,f521,899.99,website,email,mobile,london
271e3ee2,269cd696-236c-4b,2025-03-26,2025-03-30,Steam Deck,c912,499.99,mobile_app,email,desktop,birmingham
7746d0ba,6a34c854-1071-4d,2025-07-05,2025-10-05,Smartwatch,h301,249.99,website,social,desktop,birmingham
7746d0ba,6a34c854-1071-4d,2025-07-05,2025-10-05,iPhone 15,f521,899.99,mobile_app,email,unknown,glasgow
c51155ff,d5385b0e-34f3-49,2025-03-17,2025-03-22,AirPods,d633,159.99,website,search,desktop,manchester
c51155ff,d5385b0e-34f3-49,2025-03-17,2025-03-19,PS5,a245,479.99,mobile_app,social,unknown,glasgow
c51155ff,d5385b0e-34f3-49,2025-03-17,2025-03-23,Steam Deck,c912,499.99,mobile_app,social,mobile,london
9360715f,05000bc6-b20d-4b,2025-06-13,2025-06-14,Nintendo Switch,e682,299.99,mobile_app,direct,mobile,manchester
9360715f,05000bc6-b20d-4b,2025-06-13,2025-06-16,Steam Deck,c912,499.99,mobile_app,,unknown,bristol
63d62a39,f1578470-0182-47,2025-05-06,2025-08-06,Google Pixel 8,i920,699.99,mobile_app,search,mobile,manchester
bc10fa52,d5f25073-f414-42,2025-01-15,2025-01-21,iPhone 15,f521,899.99,mobile_app,email,mobile,glasgow
45df16b6,e5d6f6e6-9a6e-42,2025-04-21,2025-04-23,AirPods,d633,159.99,website,direct,mobile,birmingham
cc530e36,638c254c-076e-4b,2025-11-04,2025-12-04,PS5,a245,479.99,website,direct,desktop,london
fb10987f,d72b6108-2a40-4f,2025-12-05,2026-01-04,Smartwatch,h301,249.99,mobile_app,affiliate,desktop,manchester
fb10987f,d72b6108-2a40-4f,2025-12-05,2026-01-04,AirPods,d633,159.99,mobile_app,direct,mobile,london
fb10987f,d72b6108-2a40-4f,2025-12-05,2026-01-04,Nintendo Switch,e682,299.99,website,email,desktop,manchester
a9ba5a27,e82c7d7b-06e7-45,2025-03-18,2025-03-23,Nintendo Switch,e682,299.99,mobile_app,direct,unknown,manchester
2e85cb21,6db99102-a48b-4d,2025-02-27,2025-02-28,Smartwatch,h301,249.99,website,search,mobile,birmingham
56666f9f,53cd6268-610c-43,2025-03-20,2025-03-24,Smartwatch,h301,249.99,mobile_app,email,desktop,glasgow
6bebac31,473bd358-610e-4a,2025-03-02,2025-06-02,Nintendo Switch,e682,299.99,mobile_app,affiliate,desktop,liverpool
0d557b61,78660765-14f7-4e,2025-04-15,2025-04-19,MacBook Air,g770,1199.99,website,search,unknown,bristol
0d557b61,78660765-14f7-4e,2025-04-15,2025-04-16,Accessory,m001,24.99,website,direct,unknown,manchester
f510ab53,39669fa7-5997-40,2025-05-04,2025-06-04,AirPods,d633,159.99,website,affiliate,unknown,manchester
f510ab53,39669fa7-5997-40,2025-05-04,2025-10-04,MacBook Air,g770,1199.99,website,search,mobile,london
d6d7b3b8,07f194f9-c115-4d,2025-06-17,2025-06-21,Smartwatch,h301,249.99,mobile_app,search,mobile,london
d6d7b3b8,07f194f9-c115-4d,2025-06-17,2025-06-22,AirPods,d633,159.99,website,search,unknown,birmingham
1d48a071,3d114802-2702-47,2025-05-17,2025-05-19,PS5,a245,479.99,website,email,unknown,liverpool
5e6fea07,770c7798-37cc-46,2025-01-03,2025-03-03,PS5,a245,479.99,website,direct,unknown,manchester
c71d5e60,f6b751f7-9b74-42,2025-05-04,2025-07-04,PS5,a245,479.99,website,social,mobile,leicester
edcb8cb6,4fa03f26-f6f7-40,2025-05-04,2025-09-04,Kindle Paperwhite,j877,129.99,mobile_app,affiliate,desktop,birmingham
edcb8cb6,4fa03f26-f6f7-40,2025-05-04,2025-11-04,AirPods,d633,159.99,mobile_app,social,desktop,leeds
edcb8cb6,4fa03f26-f6f7-40,2025-05-04,2025-07-04,Accessory,m001,24.99,mobile_app,search,unknown,london
f1043785,e87466d7-ad66-41,2025-01-02,2025-05-02,Steam Deck,c912,499.99,website,search,desktop,sheffield
3e2b6091,9793b9b4-1374-41,2025-02-17,2025-02-19,Accessory,m001,24.99,mobile_app,direct,desktop,leeds
ce3714af,4d3485c5-c5c1-4e,2025-07-02,2025-09-02,Nintendo Switch,e682,299.99,mobile_app,search,unknown,birmingham
8861fe18,90e0f4a0-fbdd-49,2025-05-27,2025-05-30,Kindle Paperwhite,j877,129.99,mobile_app,affiliate,mobile,london
033d2bce,11a72609-5edd-4b,2025-06-27,2025-07-27,AirPods,d633,159.99,mobile_app,email,unknown,london
033d2bce,11a72609-5edd-4b,2025-06-27,2025-07-27,Google Pixel 8,i920,699.99,mobile_app,affiliate,unknown,manchester
5cb85aed,7d7ddbed-d284-47,2025-05-21,2025-05-25,Nintendo Switch,e682,299.99,mobile_app,search,mobile,glasgow
2d174fc9,75b17a55-d426-49,2025-02-06,2025-03-06,Nintendo Switch,e682,299.99,website,search,unknown,london
2d174fc9,75b17a55-d426-49,2025-02-06,2025-08-06,Nintendo Switch,e682,299.99,mobile_app,search,desktop,glasgow
eb6c1016,a6846099-f729-49,2025-02-03,2025-06-03,Xbox Series X,b104,449.99,mobile_app,email,,london
97ac6aa8,7701f7bb-7bc6-4e,2025-05-23,2025-05-27,Kindle Paperwhite,j877,129.99,mobile_app,affiliate,mobile,glasgow
4767d76c,3ed8c56c-da09-4f,2025-10-05,2025-11-04,iPhone 15,f521,899.99,mobile_app,email,unknown,bristol
ab0e664e,c01f36bf-3e6d-45,2025-02-24,2025-02-26,PS5,a245,479.99,mobile_app,social,unknown,manchester
7cd0129d,7e8adee7-0758-42,2025-11-03,2025-12-03,Smartwatch,h301,249.99,mobile_app,search,desktop,glasgow
989d9d4a,4223623b-cc3e-4d,2025-04-23,2025-04-24,Smartwatch,h301,249.99,mobile_app,email,mobile,manchester
30e912f2,8e485223-46b9-49,2025-08-02,2025-12-02,PS5,a245,479.99,website,search,mobile,manchester
3d85de89,680bac63-b856-40,2025-03-03,2025-04-03,MacBook Air,g770,1199.99,website,search,mobile,glasgow
046a0df5,b63b4dc3-a559-44,2025-04-19,2025-04-23,Kindle Paperwhite,j877,129.99,mobile_app,affiliate,desktop,manchester
046a0df5,b63b4dc3-a559-44,2025-04-19,2025-04-24,AirPods,d633,159.99,website,email,mobile,manchester
046a0df5,b63b4dc3-a559-44,2025-04-19,2025-04-20,Smartwatch,h301,249.99,website,search,desktop,london
a9f948b2,6786d506-38ba-4a,2025-01-01,2025-04-01,Xbox Series X,b104,449.99,website,search,mobile,glasgow
ff233d5f,8db06746-7927-49,2025-05-17,2025-05-19,PS5,a245,479.99,website,social,desktop,glasgow
4e7ed827,5a104129-54ae-4d,2025-01-25,2025-01-27,Accessory,m001,24.99,mobile_app,email,unknown,glasgow
be2d740a,b8a6171f-1ee3-4d,2025-11-04,2025-12-04,AirPods,d633,159.99,mobile_app,social,desktop,bristol
bd1531c8,b0ae8f08-c31e-4b,2025-01-03,2025-03-06,Smartwatch,h301,249.99,website,social,desktop,manchester
98c7472a,96ef2ad6-b97e-47,2025-06-15,2025-06-20,Kindle Paperwhite,j877,129.99,website,affiliate,mobile,london
5c62b3a2,d52721e7-19bc-44,2025-04-23,2025-04-26,MacBook Air,g770,1199.99,mobile_app,affiliate,mobile,glasgow
0ba6eab9,b540b30e-039f-4a,2025-01-27,2025-02-26,AirPods,d633,159.99,mobile_app,direct,mobile,manchester
a34b6cf6,4ac9778d-8da8-4e,2025-05-14,2025-05-18,Google Pixel 8,i920,699.99,mobile_app,email,unknown,birmingham
48ca7651,1a432f0a-7daa-49,2025-06-05,2025-10-05,Google Pixel 8,i920,699.99,mobile_app,email,desktop,glasgow
40a26c60,5738811d-70c2-40,2025-05-02,2025-10-02,Steam Deck,c912,499.99,mobile_app,direct,mobile,manchester
7de31a51,1d34d08e-7a4c-45,2025-05-22,2025-05-25,Nintendo Switch,e682,299.99,mobile_app,social,mobile,london
cfa701cd,afbb411a-a123-4a,2025-05-20,2025-05-26,Accessory,m001,24.99,website,,desktop,london
8edddfcd,15ce6a66-4dc8-4a,2025-04-18,2025-04-23,Xbox Series X,b104,449.99,mobile_app,affiliate,mobile,manchester
c693da11,989bc4da-9b37-42,2025-08-04,2025-09-03,PS5,a245,479.99,mobile_app,affiliate,unknown,glasgow
96a9954f,e893be3d-7354-4a,2025-05-03,2025-06-02,Xbox Series X,b104,449.99,website,affiliate,mobile,london
f5c9b047,9191b363-4e2d-46,2025-04-24,2025-04-27,AirPods,d633,159.99,mobile_app,affiliate,mobile,
43bfd931,c342bd2b-f295-45,2025-06-21,2025-06-26,Accessory,m001,24.99,mobile_app,email,unknown,manchester
2812859a,3d67cde9-2834-44,2025-04-02,2025-09-02,Smartwatch,h301,249.99,website,search,desktop,liverpool
085b15fb,b07aa066-7354-45,2025-05-24,2025-05-30,Steam Deck,c912,499.99,mobile_app,direct,,bristol
1238d630,48603b32-b4fb-4e,2025-08-04,2025-12-04,PS5,a245,479.99,website,affiliate,mobile,birmingham
96fc734d,43b9da13-ec85-4f,2025-05-20,2025-05-26,Xbox Series X,b104,449.99,mobile_app,affiliate,desktop,nottingham
96fc734d,43b9da13-ec85-4f,2025-05-20,2025-05-21,iPhone 15,f521,899.99,mobile_app,email,mobile,liverpool
96fc734d,43b9da13-ec85-4f,2025-05-22,2025-06-21,MacBook Air,g770,1199.99,website,search,mobile,leeds
398d1ca6,32a447b2-ef04-45,2025-02-19,2025-02-25,Kindle Paperwhite,j877,129.99,website,direct,desktop,liverpool
0f44704f,44007d5a-e88d-47,2025-04-26,2025-05-26,PS5,a245,479.99,mobile_app,search,unknown,london
