USER_ID,ORDER_ID,PURCHASE_TS,SHIP_TS,PRODUCT_NAME,PRODUCT_ID,GBP_PRICE,PURCHASE_PLATFORM,MARKETING_CHANNEL,ACCOUNT_CREATION_METHOD,CITY
1d53434b,c039871089764334,18/01/2025,19/01/2025,Steam Deck,c912,2157.51,website,search,desktop,Liverpool
5715bd6f,287d06ca6f4c469a,24/02/2025,01/03/2025,Smartwatch,h301,382.84,mobile_app,direct,mobile,Glasgow
b8db0672,f8cda88b436d46e2,25/01/2025,26/01/2025,Steam Deck,c912,1667.92,mobile_app,SOCIAL,mobile,Sheffield
81f76d1c,a013ac6ededa4e16,22/06/2025,28/06/2025,Nintendo Switch,e682,2461.36,website,affiliate,mobile,Bristol
81f631d4,5fb8d16c2720497d,05/03/2025,07/03/2025,PS5,a245,524.11,MOBILE_APP,DIRECT,mobile,Birmingham
f4188f3f,eb2263dd87c5421e,29/04/2025,01/05/2025,AirPods,d633,2193.75,website,social,UNKNOWN,Manchester
7d154385,5cec4eb5edd94831,16/06/2025,21/06/2025,Nintendo Switch,e682,€2099.91,website,direct,desktop,Glasgow
ce88cb2d,3da9c2a90ed44f1a,04/05/2025,06/05/2025,Smartwatch,h301,2169.75,WEBSITE,direct,mobile,LONDON
14296c07,d0e6e6607c694ee1,09/03/2025,16/03/2025,MacBook Air,g770,1975.72,mobile_app,social,unknown,Nottingham
885f6e66,a8e56e0c20de435d,09/02/2025,11/02/2025,Smartwatch,h301,783.97,website,search,unknown,Nottingham
2a45c2ab,9b49bd26df57459a,22/03/2025,23/03/2025,Nintendo Switch,e682,182.35,mobile_app,search,unknown,Birmingham
edcd465e,b09b2a5cbadc432a,11/05/2025,12/05/2025,Nintendo Switch,e682,2137.28,website,search,desktop,Leeds
66245bfa,5f987c71a65e488e,31/01/2025,05/02/2025,MacBook Air,g770,660.77,WEBSITE,search,desktop,Glasgow
7394988f,1064005c398543cf,25/05/2025,30/05/2025,Kindle Paperwhite,j877,gbp 831.94,mobile_app,direct,unknown,Bristol
8dcdcd03,01d7425638604ab6,09/03/2025,13/03/2025,Steam Deck,c912,"379.34,00",mobile_app,social,MOBILE,Manchester
0f1259e0,080aadfbe7c94b26,28/04/2025,03/05/2025,Nintendo Switch,e682,2496.23,WEBSITE,affiliate,unknown,Leeds
839fbc50,7c441fe7ab4240a7,09/03/2025,11/03/2025,Google Pixel 8,i920,£ 2337.15,website,direct,MOBILE,LIVERPOOL
b92da22b,93829b43922f415a,23/04/2025,30/04/2025,Xbox Series X,b104,1385.45,MOBILE_APP,search,unknown,Nottingham
7914c120,1825bc5430be445f,20/06/2025,06-27-2025,Nintendo Switch,e682,1413.23,website,direct,mobile,Manchester
5ab33edf,dd2467ac778e4db3,22/05/2025,05-24-2025,PS5,a245,724.53,website,email,desktop,Liverpool
a748dbcf,0f844fef193149ee,06/05/2025,09/05/2025,Google Pixel 8,i920,2269.02,website,affiliate,unknown,Glasgow
ccf3a171,310c0c003fa74104,12/01/2025,01-13-2025,AirPods,d633,873.88,website,email,desktop,SHEFFIELD
23e2fcb4,766ecb15474e4c19,30/06/2025,04/07/2025,Google Pixel 8,i920,1428.61,website,affiliate,UNKNOWN,Birmingham
134c6c92,db20a56edc814fe7,10/01/2025,17/01/2025,Google Pixel 8,i920,960.89,website,social,desktop,London
a6f2f7b8,03c72ba8d6054770,04/04/2025,11/04/2025,AirPods,d633,2432.16,website,email,desktop,Leeds
c0e9ab30,680ac07a2a934d62,01/04/2025,08/04/2025,PS5,a245,1426.12,mobile_app,search,unknown,Birmingham
dd59ba71,2a25a8880f024ad0,11/02/2025,18/02/2025,Steam Deck,c912,2038.28,mobile_app,affiliate,desktop,Bristol
63f2ae24,c8fe3ccdc8b849c6,21/06/2025,28/06/2025,MacBook Air,g770,1853.54,website,email,desktop,MANCHESTER
b253d218,c88a618efed4457d,10/01/2025,17/01/2025,MacBook Air,g770,1208.48,website,SOCIAL,mobile,Liverpool
7c967f79,37bb3eec4bf54b52,27/02/2025,28/02/2025,Steam Deck,c912,"1670.48,00",mobile_app,email,mobile,Manchester
bc594585,504867babf7b439b,31/03/2025,04/06/2025,AirPods,d633,1302.95,mobile_app,affiliate,desktop,Liverpool
7a0ecfea,87f7e1fbda4b49ca,29/05/2025,01/06/2025,Xbox Series X,b104,153.35,MOBILE_APP,email,unknown,BRISTOL
82010c62,118a9d292f924996,05/06/2025,10/06/2025,MacBook Air,g770,€342.18,website,email,desktop,Glasgow
dca02eec,f10c718b1eb0438a,14/05/2025,21/05/2025,Nintendo Switch,e682,1373.82,WEBSITE,email,mobile,Manchester
94340a03,14fcdd549e8f4965,09/06/2025,12/06/2025,iPhone 15,f521,1678.67,website,email,unknown,Liverpool
90b2b633,42c18a62ef4848d5,25/03/2025,03-29-2025,MacBook Air,g770,1761.19,website,direct,mobile,GLASGOW
506e5a9a,21813d25655248a6,07/06/2025,12/06/2025,Xbox Series X,b104,€794.32,website,email,MOBILE,Leeds
750cab75,ef8c485bc07a40f2,29/05/2025,03/06/2025,MacBook Air,g770,1657.48,mobile_app,,,LEEDS
9f044aed,19985f15ff004d4d,02/05/2025,09/05/2025,Google Pixel 8,i920,gbp 2258.88,website,affiliate,mobile,Nottingham
8181a8cc,5958a499eeea463e,27/03/2025,28/03/2025,Kindle Paperwhite,j877,2056.95,website,email,DESKTOP,LEEDS
3e896c64,702cdd20286248b8,07/01/2025,08/01/2025,Xbox Series X,b104,657.42 GBP,mobile_app,SEARCH,desktop,Sheffield
4d71c366,ce9e1a11fcbb4e59,11/06/2025,16/06/2025,MacBook Air,g770,534.42,MOBILE_APP,social,mobile,LEEDS
aaf91531,ee87905e4ca445ea,17/06/2025,23/06/2025,Xbox Series X,b104,73.53,website,social,desktop,Birmingham
e0ccedc5,e3c436571d8c4bac,29/04/2025,30/04/2025,Google Pixel 8,i920,1420.07,WEBSITE,social,desktop,SHEFFIELD
27cb6f2a,35ebd32d9ad640ab,24/05/2025,29/05/2025,Google Pixel 8,i920,834.21,mobile_app,SEARCH,unknown,Nottingham
afffcfd2,81627cf1439442e6,21/05/2025,25/05/2025,MacBook Air,g770,2249.19,mobile_app,social,mobile,Leeds
e87d1c78,a260772317a04f49,14/05/2025,18/05/2025,AirPods,d633,1589.27,mobile_app,social,desktop,Liverpool
0b49452d,217d65a0c56841cd,11/03/2025,14/03/2025,Steam Deck,c912,840.09,WEBSITE,direct,desktop,Leeds
295d6fbf,b4a69f3c8d3a4d99,27/06/2025,29/06/2025,MacBook Air,g770,1783.66,website,SOCIAL,mobile,BRISTOL
1ca3c448,b0e6a969e21342b0,30/04/2025,04/05/2025,Google Pixel 8,i920,211.93,mobile_app,social,unknown,London
093923de,8d7248e2951f48d0,08/04/2025,12/04/2025,Kindle Paperwhite,j877,74.39,mobile_app,email,mobile,Glasgow
0ab54bde,eededb07e6234689,20/05/2025,27/05/2025,Google Pixel 8,i920,1531.94,website,social,desktop,LIVERPOOL
0a368ce7,ae9bec3635c7436c,05/05/2025,06/05/2025,MacBook Air,g770,1008.81,MOBILE_APP,direct,mobile,Birmingham
5a8aaeca,dfed2c43e25646dc,17/05/2025,18/05/2025,Kindle Paperwhite,j877,2272.91,website,affiliate,UNKNOWN,GLASGOW
bfddc3d9,3c9ad14cee0c4eb5,29/04/2025,01/05/2025,Xbox Series X,b104,182.69,MOBILE_APP,email,desktop,Sheffield
ccc56569,698c206fe1a44e10,28/03/2025,04/04/2025,iPhone 15,f521,2206.32,mobile_app,SOCIAL,mobile,Manchester
ecab3301,696608aaee494329,05/01/2025,11/01/2025,Smartwatch,h301,1376.18,mobile_app,DIRECT,unknown,Manchester
bc2cbb0d,28c13091444d410b,08/01/2025,10/01/2025,Nintendo Switch,e682,546.44,website,search,,Leeds
61ee411a,787f2425dbcc4477,02/05/2025,08/05/2025,Xbox Series X,b104,339.11,WEBSITE,social,unknown,LIVERPOOL
eb1fa9f2,d20eac174e204d1a,17/02/2025,12/02/2025,iPhone 15,f521,1541.68,website,direct,MOBILE,Manchester
39118497,6601ddd031704437,07/01/2025,10/01/2025,Kindle Paperwhite,j877,1464.94,mobile_app,social,unknown,LEEDS
11c58ef0,59e4b67147744c58,01/06/2025,07/06/2025,PS5,a245,2086.59,website,affiliate,unknown,Liverpool
adf4e62d,54c63cd889454f27,31/01/2025,07/02/2025,Kindle Paperwhite,j877,2460.58,website,EMAIL,unknown,GLASGOW
e08596db,94a1875d2db64edb,18/01/2025,23/01/2025,iPhone 15,f521,1640.01,website,social,mobile,Manchester
09cb3942,587ef3446f3f420c,03/04/2025,09/04/2025,MacBook Air,g770,2235.44,mobile_app,DIRECT,mobile,Birmingham
6fb78271,1d9af65982ec4f2d,16/06/2025,19/06/2025,Google Pixel 8,i920,1562.83,MOBILE_APP,SOCIAL,mobile,Leicester
30a900ad,6fa17735b57243d0,24/03/2025,31/03/2025,AirPods,d633,659.01,website,EMAIL,mobile,Leeds
ce777f00,f0b5156bb82c4074,26/05/2025,31/05/2025,Smartwatch,h301,1690.38,mobile_app,affiliate,mobile,Bristol
3270e4fa,f2e9702d11e94daa,05/05/2025,07/05/2025,Xbox Series X,b104,925.77,mobile_app,EMAIL,mobile,Leicester
9f871ce7,1fe771d6d9174793,23/05/2025,24/05/2025,AirPods,d633,1320.57,website, AFFILIATE ,desktop,Glasgow
81d2c7de,5380b904688c4015,23/05/2025,30/05/2025,Smartwatch,h301,646.39,mobile_app,social,mobile,London
8dedf9fb,aa38d0a16ba24efe,17/03/2025,19/03/2025,PS5,a245,1046.74,website,email,unknown,Leicester
bf85bf0e,91b0e1d99d9242af,02/05/2025,07/05/2025,iPhone 15,f521,£ 1355.45,mobile_app,search,mobile,Bristol
d56f0350,35ce884149734d6c,11/03/2025,14/03/2025,Smartwatch,h301,673.42,WEBSITE,direct,mobile,Manchester
9b4e2c24,7118e36477094749,26/06/2025,28/06/2025,Google Pixel 8,i920,527.36,MOBILE_APP, EMAIL ,unknown,LEICESTER
82dc4c8e,f5b78cc7e6b34944,02/06/2025,05/06/2025,Google Pixel 8,i920,2452.45,WEBSITE,email,desktop,Bristol
a8aa7158,a9f2533683f449a9,19/03/2025,20/03/2025,Xbox Series X,b104,1787.57,website,email,desktop,LONDON
17e8392a,3c20592fc04a46c4,16/03/2025,22/03/2025,Google Pixel 8,i920,2363.58,mobile_app,affiliate,desktop,Leicester
ce7ae7f6,0bd4a99006404e0f,01/05/2025,05/05/2025,AirPods,d633,£ 1134.74,website,affiliate,mobile,Sheffield
9c7c7377,7496276412a44ef0,17/01/2025,21/01/2025,PS5,a245,1259.86,website,direct,desktop,Leicester
935f2b0a,624c69b6b24445a7,22/01/2025,24/01/2025,AirPods,d633,349.02,mobile_app, SEARCH ,unknown,Leicester
25c73c44,e4855aa1016b4287,14/05/2025,05-18-2025,Steam Deck,c912,1159.26 GBP,mobile_app,email,unknown,GLASGOW
e2add909,3805f9076cd64193,26/05/2025,31/05/2025,AirPods,d633,206.96,website,DIRECT,unknown,Leeds
b227462c,8eb225790cdb4ca4,19/06/2025,20/06/2025,AirPods,d633,443.22,website,search,desktop,Birmingham
1f115b76,76f2dbfecd29436f,15/04/2025,04-19-2025,Nintendo Switch,e682,1742.07,MOBILE_APP,email,desktop,LEEDS
8f15ba58,c1581092f3354ba3,30/06/2025,03/07/2025,AirPods,d633,1775.29 GBP,mobile_app,affiliate,unknown,Leeds
d0a44432,6d3ee1dc81394443,10/06/2025,15/06/2025,AirPods,d633,1673.29,website,social,DESKTOP,Nottingham
722764e6,dc8aee30be6043f7,15/06/2025,17/06/2025,Steam Deck,c912,2276.52,website,affiliate,desktop,Birmingham
c074718e,46fde062a33d47af,02/06/2025,08/06/2025,AirPods,d633,£ 2071.15,mobile_app,social,desktop,SHEFFIELD
7c0e8cd8,709b7d97464c44af,29/06/2025,07/03/2025,AirPods,d633,2360.13,mobile_app,social,DESKTOP,Leicester
3c07c574,e49d681d51d84c64,21/04/2025,27/04/2025,Nintendo Switch,e682,846.46,mobile_app,affiliate,desktop,Leeds
269cd696,271e3ee2b1a641f1,31/05/2025,06/01/2025,Kindle Paperwhite,j877,2498.96,mobile_app, search ,DESKTOP,Birmingham
6a34c854,7746d0ba8ae8405b,13/05/2025,19/05/2025,Smartwatch,h301,1139.04,mobile_app,direct,unknown,Glasgow
d5385b0e,c51155ffe7a34e81,24/01/2025,28/01/2025,Smartwatch,h301,909.02,mobile_app,,UNKNOWN,MANCHESTER
05000bc6,9360715fc3fe4183,26/03/2025,30/03/2025,Xbox Series X,b104,1752.56,mobile_app,social,unknown,London
f1578470,63d62a39c0e34efd,23/01/2025,26/01/2025,Smartwatch,h301,675.85,website,social,UNKNOWN,London
d5f25073,bc10fa52bf5d4fdf,29/04/2025,03/05/2025,Google Pixel 8,i920,192.26,mobile_app,search,mobile,SHEFFIELD
e5d6f6e6,45df16b6382c443f,22/02/2025,25/02/2025,Nintendo Switch,e682,1400.1,mobile_app,SOCIAL,unknown,Sheffield
638c254c,cc530e36addc4e13,08/01/2025,14/01/2025,PS5,a245,gbp 1545.65,WEBSITE,direct,mobile,Nottingham
d72b6108,fb10987f20ac4703,22/05/2025,26/05/2025,Nintendo Switch,e682,287.43,website,social,DESKTOP,Birmingham
e82c7d7b,a9ba5a27907b4e36,16/03/2025,21/03/2025,Smartwatch,h301,1781.2,mobile_app,social,mobile,Leeds
6db99102,2e85cb2176314e9d,22/05/2025,24/05/2025,Smartwatch,h301,995.95,website,affiliate,mobile,Glasgow
53cd6268,56666f9f53ac4ab9,10/05/2025,13/05/2025,iPhone 15,f521,2062.14,mobile_app, email ,unknown,Leicester
473bd358,6bebac31d4f84d72,08/02/2025,12/02/2025,Smartwatch,h301,1374.14,MOBILE_APP,email,unknown,Nottingham
78660765,0d557b618a174dfe,27/04/2025,04-30-2025,MacBook Air,g770,2181.83,website,search,mobile,Leeds
39669fa7,f510ab53c7fe439f,12/01/2025,15/01/2025,MacBook Air,g770,1877.08,mobile_app,social,unknown,Birmingham
07f194f9,d6d7b3b833094d35,10/01/2025,12/01/2025,Smartwatch,h301,€1285.59,mobile_app,affiliate,mobile,Manchester
3d114802,1d48a071ab6147b1,27/04/2025,28/04/2025,Google Pixel 8,i920,1822.76,MOBILE_APP,DIRECT,desktop,Sheffield
770c7798,5e6fea07c4534f1d,28/03/2025,02/04/2025,AirPods,d633,1750.2,website,EMAIL,unknown,NOTTINGHAM
f6b751f7,c71d5e601d5246ab,23/03/2025,29/03/2025,MacBook Air,g770,1813.67,mobile_app,search,DESKTOP,Leicester
4fa03f26,edcb8cb606924c63,02/03/2025,08/03/2025,PS5,a245,1729.93,mobile_app,direct,UNKNOWN,MANCHESTER
e87466d7,f1043785658b4523,26/01/2025,02/02/2025,MacBook Air,g770,1606.34,website,social,DESKTOP,LIVERPOOL
9793b9b4,3e2b6091a092452a,12/01/2025,15/01/2025,Nintendo Switch,e682,2002.59,mobile_app,EMAIL,mobile,Glasgow
4d3485c5,ce3714af99b44350,04/03/2025,09/03/2025,Xbox Series X,b104,1065.41,website,direct,desktop,manchster
90e0f4a0,8861fe1858e24888,08/04/2025,13/04/2025,Kindle Paperwhite,j877,1726.85,mobile_app, search ,desktop,Leeds
11a72609,033d2bce575a4d2c,13/06/2025,16/06/2025,Smartwatch,h301,1181.35,website,social,MOBILE,Nottingham
7d7ddbed,5cb85aedf5f64c97,19/01/2025,23/01/2025,Xbox Series X,b104,2366.37,mobile_app,SOCIAL,unknown,Liverpool
75b17a55,2d174fc96f7c45ea,19/03/2025,21/03/2025,Smartwatch,h301,2498.47,mobile_app,affiliate,desktop,Glasgow
a6846099,eb6c1016cee644d0,02/04/2025,07/04/2025,Kindle Paperwhite,j877,781.93,mobile_app,affiliate,unknown,Glasgow
7701f7bb,97ac6aa8bb2448a3,03/01/2025,01/08/2025,AirPods,d633,2170.76,website, search ,unknown,Sheffield
3ed8c56c,4767d76c162f4a24,28/02/2025,05/03/2025,AirPods,d633,2016.71,WEBSITE,direct,unknown,Liverpool
c01f36bf,ab0e664e9c3e42d5,10/06/2025,11/06/2025,Xbox Series X,b104,2264.31,website,email,mobile,London
7e8adee7,7cd0129d2e8d4e87,04/04/2025,10/04/2025,Kindle Paperwhite,j877,£ 380.64,mobile_app,email,unknown,Glasgow
4223623b,989d9d4ae15c4666,21/02/2025,23/02/2025,Xbox Series X,b104,1979.09,MOBILE_APP,search,unknown,Liverpool
8e485223,30e912f2f2b44abf,07/03/2025,03-14-2025,Xbox Series X,b104,2363.82,mobile_app,EMAIL,desktop,
680bac63,3d85de89c2174429,06/02/2025,13/02/2025,PS5,a245,2418.26,mobile_app,search,mobile,Manchester
b63b4dc3,046a0df5cafd4613,04/01/2025,07/01/2025,MacBook Air,g770,1369.24,mobile_app,email,unknown,Liverpool
6786d506,a9f948b24e6344bb,08/04/2025,15/04/2025,Kindle Paperwhite,j877,1618.06,MOBILE_APP,affiliate,unknown,Leeds
8db06746,ff233d5f6ced415d,07/01/2025,12/01/2025,Smartwatch,h301,2217.53,mobile_app,search,DESKTOP,Manchester
5a104129,4e7ed827455a4762,29/06/2025,02/07/2025,Smartwatch,h301,1644.14,website,direct,desktop,London
b8a6171f,be2d740a1e9b43bc,07/05/2025,08/05/2025,AirPods,d633,297.15,website,social,mobile,Bristol
b0ae8f08,bd1531c837644bda,18/04/2025,23/04/2025,Google Pixel 8,i920,1871.14,website,social,unknown,Manchester
96ef2ad6,98c7472a864e4a13,07/06/2025,11/06/2025,Smartwatch,h301,2351.29,mobile_app,affiliate,unknown,Bristol
d52721e7,5c62b3a23a3c463e,24/04/2025,28/04/2025,Steam Deck,c912,2379.35,mobile_app,affiliate,unknown,Bristol
b540b30e,0ba6eab94639447b,15/06/2025,18/06/2025,Google Pixel 8,i920,207.74,mobile_app,direct,desktop,
4ac9778d,a34b6cf620534a42,19/06/2025,21/06/2025,PS5,a245,£1625.76,website,affiliate,mobile,Leeds
1a432f0a,48ca765192f54f7b,25/05/2025,27/05/2025,Xbox Series X,b104,227.41,website,SEARCH,desktop,Leeds
5738811d,40a26c600d274659,07/02/2025,14/02/2025,iPhone 15,f521,2257.3,website,email,desktop,Birmingham
1d34d08e,7de31a5166944343,06/03/2025,13/03/2025,Google Pixel 8,i920,485.77,website,direct,desktop,Bristol
afbb411a,cfa701cd2631400b,31/05/2025,03/06/2025,Steam Deck,c912,98.51,MOBILE_APP,AFFILIATE,desktop,Glasgow
15ce6a66,8edddfcd1e524770,30/01/2025,05/02/2025,Google Pixel 8,i920,215.08,mobile_app,email,UNKNOWN,Leicester
989bc4da,c693da1139c641ca,26/04/2025,01/05/2025,PS5,a245,600.58,website,search,mobile,SHEFFIELD
e893be3d,96a9954fdc3341f9,16/01/2025,20/01/2025,Nintendo Switch,e682,2127.41,mobile_app, AFFILIATE ,mobile,Sheffield
9191b363,f5c9b0479c104572,21/01/2025,24/01/2025,PS5,a245,1544.25,WEBSITE,direct,mobile,Leicester
c342bd2b,43bfd93136054f54,21/05/2025,05-27-2025,Kindle Paperwhite,j877,853.45,mobile_app,social,unknown,Leicester
3d67cde9,2812859a1337439e,26/01/2025,02/02/2025,MacBook Air,g770,1772.34,website,social,mobile,Leeds
b07aa066,085b15fb4a8f4810,28/03/2025,04/04/2025,MacBook Air,g770,1166.54,MOBILE_APP,affiliate,MOBILE,GLASGOW
48603b32,1238d630743b45a2,20/06/2025,06-23-2025,iPhone 15,f521,973.29,website,SOCIAL,desktop,Manchester
43b9da13,96fc734da0034d28,24/01/2025,28/01/2025,PS5,a245,295.62,mobile_app,DIRECT,unknown,London
32a447b2,398d1ca68b6840b5,24/05/2025,29/05/2025,Kindle Paperwhite,j877,864.34,website,social,mobile,Glasgow
44007d5a,0f44704f12474a4e,15/03/2025,20/03/2025,Nintendo Switch,e682,822.38,website,search,UNKNOWN,Leeds
9854ce4e,ebd3461691b74d8e,18/06/2025,22/06/2025,Xbox Series X,b104,607.16,website,email,unknown,Bristol
77fc9703,670acc5cb3214f21,13/03/2025,18/03/2025,PS5,a245,611.83,mobile_app,SEARCH,unknown,Leicester
8a3c3b5e,9918ee4614974658,07/01/2025,12/01/2025,Google Pixel 8,i920,2326.97,mobile_app,affiliate,desktop,Liverpool
bc0a6a5d,069f14f140184c6e,28/03/2025,31/03/2025,AirPods,d633,74.9,WEBSITE,search,unknown,GLASGOW
ac9ed156,964db03f93404fad,06/02/2025,12/02/2025,PS5,a245,£ 1604.94,website,affiliate,unknown,NOTTINGHAM
c3c75611,9384ec2b44fe4cae,07/04/2025,11/04/2025,Steam Deck,c912,1166.9,WEBSITE,email,mobile,Bristol
2cd94cbb,7135f221a6c9437f,02/06/2025,03/06/2025,Kindle Paperwhite,j877,2215.35,website,,unknown,London
ff37d19c,d0725b5ca2814044,11/03/2025,15/03/2025,PS5,a245,1675.13,mobile_app,search,mobile,Glasgow
785299f4,5230dfbd555342fe,25/02/2025,04/03/2025,AirPods,d633,1310.12,mobile_app,social,desktop,LIVERPOOL
292bd156,7ed70ed7b194490b,05/05/2025,10/05/2025,Kindle Paperwhite,j877,1687.8,website,direct,mobile,Leicester
668409e3,0964fbbf8cd341b0,02/01/2025,04/01/2025,Nintendo Switch,e682,"795.46,00",website,direct,mobile,Liverpool
409d3602,c5c5b37af85e46a1,31/01/2025,01/02/2025,iPhone 15,f521,1273.62,mobile_app, direct ,desktop,Glasgow
d32e6dcd,de8ede0ba85c4e4a,30/06/2025,02/07/2025,Google Pixel 8,i920,1280.64,mobile_app,affiliate,mobile,London
0de051a6,9f64eeed5c9d427d,05/01/2025,09/01/2025,MacBook Air,g770,2307.64,mobile_app,search,MOBILE,Leicester
71299889,445dcc38341c4494,13/06/2025,17/06/2025,MacBook Air,g770,766.42,MOBILE_APP,affiliate,mobile,Birmingham
49bc473f,7c16128db2c04394,28/04/2025,05/05/2025,Kindle Paperwhite,j877,1742.65,mobile_app,affiliate,mobile,MANCHESTER
a14923c2,b5b453ca3d42493c,22/04/2025,27/04/2025,Steam Deck,c912,1037.1,website,social,MOBILE,Bristol
03802b70,3985fb6217dc4eff,03/04/2025,27/03/2025,Steam Deck,c912,470.24,website,search,unknown,Leeds
1d0bc9bd,a5d04d531e1242e3,31/03/2025,06/04/2025,iPhone 15,f521,2398.06,website,direct,desktop,Birmingham
eec259dc,b495db4e82454fb4,20/02/2025,22/02/2025,AirPods,d633,1529.85,website,direct,unknown,Sheffield
7b85179a,74eff5453e654603,25/05/2025,06/01/2025,Smartwatch,h301,1473.9,mobile_app,email,desktop,Sheffield
30cbd755,bf0d073d821c4336,01/05/2025,05/05/2025,PS5,a245,1600.58,mobile_app,SEARCH,desktop,Bristol
11df12d7,dabac50dca3d4859,19/01/2025,22/01/2025,Google Pixel 8,i920,1186.65,website,affiliate,mobile,Liverpool
c9a7d91f,00a81de9d20f47d0,15/06/2025,22/06/2025,PS5,a245,2444.78,website,search,unknown,Nottingham
d664d264,a8f1e091ffb8402d,29/04/2025,04/05/2025,MacBook Air,g770,1412.53,website,social,unknown,
7250ee18,551ac8ea585a4afa,04/06/2025,08/06/2025,iPhone 15,f521,1283.34,WEBSITE,social,desktop,Bristol
6090d697,de9e37575260401e,10/05/2025,16/05/2025,PS5,a245,481.04,website,social,mobile,Nottingham
3d225c30,db23aa8c3bca4f85,06/06/2025,08/06/2025,Google Pixel 8,i920,947.91,mobile_app,social,mobile,Bristol
517400f8,e9d68f23b4894070,14/01/2025,21/01/2025,Kindle Paperwhite,j877,1599.36,mobile_app,affiliate,mobile,Manchester
fd08b32c,a6eab79ed21c42f8,23/06/2025,06-27-2025,Google Pixel 8,i920,€753.32,WEBSITE,email,desktop,Leicester
f6febc0e,f72169bb80964718,31/03/2025,03/04/2025,Xbox Series X,b104,2421.18,MOBILE_APP,direct,unknown,Manchester
19b17e80,1986b4b270b74868,24/05/2025,28/05/2025,AirPods,d633,1630.12,mobile_app,direct,unknown,Nottingham
03edd1f8,def5768968f44bce,15/06/2025,21/06/2025,PS5,a245,1093.11,MOBILE_APP,affiliate,MOBILE,LIVERPOOL
1327f1bc,43d88870f81d4aa1,24/02/2025,27/02/2025,Xbox Series X,b104,2372.31,mobile_app,direct,desktop,BIRMINGHAM
65c17795,541cdfcdda0d4a5f,20/01/2025,23/01/2025,Xbox Series X,b104,2120.41,website,search,unknown,Nottingham
